"trialid","passage","qnum","question","image","choice1","choice2","choice3","choice4","choice5","correct","explanation"
"FQ033E","Do people who engage in unhealthy behaviors assume responsibilities for the costs of those behaviors? It's easy to place all of the blame and responsibility for an illness on an obese person or an addict - however, you have to realize that some people do not have control over the cause of their unhealthy behaviors. Genetics plays a huge role in whether or not a person abuses alcohol, and compulsive overeating can be the direct result of psychological factors. Many poor people also don't have control over the cause of their unhealthy behaviors. When you cannot afford to live a healthier lifestyle, there isn't much choice in avoiding ""voluntary"" health risks, just as for most there isn't much choice in being poor. Clearly, some people who engage in unhealthy behaviors should not be held responsible for the costs of those behaviors.","2","Which of the following is used to directly support the claim “some people who engage in unhealthy behaviors should not be held responsible for the costs of those behaviors”?","Fiona-081015-Di_035.png","People who engage in unhealthy behaviors do not assume responsibilities for the costs of those behaviors.","We should not place all of the blame and responsibility for an illness on an obese person or an addict.","Some people do not have control over the cause of their unhealthy behaviors.","Genetics and psychological factors are the underlying causes for some unhealthy behaviors.","An inability to afford a healthier lifestyle can cause unhealthy behaviors.","Some people do not have control over the cause of their unhealthy behaviors.",NA
"FQ033E","Do people who engage in unhealthy behaviors assume responsibilities for the costs of those behaviors? It's easy to place all of the blame and responsibility for an illness on an obese person or an addict - however, you have to realize that some people do not have control over the cause of their unhealthy behaviors. Genetics plays a huge role in whether or not a person abuses alcohol, and compulsive overeating can be the direct result of psychological factors. Many poor people also don't have control over the cause of their unhealthy behaviors. When you cannot afford to live a healthier lifestyle, there isn't much choice in avoiding ""voluntary"" health risks, just as for most there isn't much choice in being poor. Clearly, some people who engage in unhealthy behaviors should not be held responsible for the costs of those behaviors.","3","What is assumed when the claim “some people do not have control over the cause of their unhealthy behaviors” is used to support the claim that some people who engage in unhealthy behaviors should not be held responsible for the costs of those behaviors?","Fiona-081015-Di_036.png","No one should be held responsible for the costs of unhealthy behaviors.","People do not have control over their genetics, psychological factors, or what they can and cannot afford.","People who are not held responsible for the costs of behaviors are not held responsible because they do not have control over the behaviors.","Genetics plays a huge role in whether or not a person abuses alcohol, and compulsive overeating can be the direct result of psychological factors.","People should not be held responsible for the costs of behaviors they can't control.","People should not be held responsible for the costs of behaviors they can't control.",NA
"FQ033E","Do people who engage in unhealthy behaviors assume responsibilities for the costs of those behaviors? It's easy to place all of the blame and responsibility for an illness on an obese person or an addict - however, you have to realize that some people do not have control over the cause of their unhealthy behaviors. Genetics plays a huge role in whether or not a person abuses alcohol, and compulsive overeating can be the direct result of psychological factors. Many poor people also don't have control over the cause of their unhealthy behaviors. When you cannot afford to live a healthier lifestyle, there isn't much choice in avoiding ""voluntary"" health risks, just as for most there isn't much choice in being poor. Clearly, some people who engage in unhealthy behaviors should not be held responsible for the costs of those behaviors.","4","Of the following claims, which are used to directly support the claim “some people do not have control over the cause of their unhealthy behaviors”?
 1. People should not be held responsible for abusing alcohol or for compulsively overeating.
 2. Genetics and psychological factors are the underlying causes for some unhealthy behaviors.
 3. Poor people rarely have control over their financial situation. 
 4. An inability to afford a healthier lifestyle can cause unhealthy behaviors.","Fiona-081015-Di_038.png","1, 2","1, 3","1, 4","2, 3","2, 4","2, 4",NA
"FQ033E","Do people who engage in unhealthy behaviors assume responsibilities for the costs of those behaviors? It's easy to place all of the blame and responsibility for an illness on an obese person or an addict - however, you have to realize that some people do not have control over the cause of their unhealthy behaviors. Genetics plays a huge role in whether or not a person abuses alcohol, and compulsive overeating can be the direct result of psychological factors. Many poor people also don't have control over the cause of their unhealthy behaviors. When you cannot afford to live a healthier lifestyle, there isn't much choice in avoiding ""voluntary"" health risks, just as for most there isn't much choice in being poor. Clearly, some people who engage in unhealthy behaviors should not be held responsible for the costs of those behaviors.","5","What is assumed when the claim “genetics and psychological factors are the underlying causes for some unhealthy behaviors” is used to support the claim that some people do not have control over the cause of their unhealthy behaviors?","Fiona-081015-Di_040.png","People should not be held responsible for abusing alcohol or for compulsively overeating.","Genetics and psychological factors are not often the cause of unhealthy behaviors.","Genetics and psychological factors are often the cause of unhealthy behaviors.","People do not have control over their genetics and psychological factors.","Some people are genetically predisposed towards unhealthy behaviors.","People do not have control over their genetics and psychological factors.",NA
"FQ033E","Do people who engage in unhealthy behaviors assume responsibilities for the costs of those behaviors? It's easy to place all of the blame and responsibility for an illness on an obese person or an addict - however, you have to realize that some people do not have control over the cause of their unhealthy behaviors. Genetics plays a huge role in whether or not a person abuses alcohol, and compulsive overeating can be the direct result of psychological factors. Many poor people also don't have control over the cause of their unhealthy behaviors. When you cannot afford to live a healthier lifestyle, there isn't much choice in avoiding ""voluntary"" health risks, just as for most there isn't much choice in being poor. Clearly, some people who engage in unhealthy behaviors should not be held responsible for the costs of those behaviors.","6","What is assumed when the claim “an inability to afford a healthier lifestyle can cause unhealthy behaviors” is used to support the claim that some people do not have control over the cause of their unhealthy behaviors?","Fiona-081015-Di_042.png","Many people do not have control over what they can afford.","Unhealthy behaviors often result from an inability to afford alternative behaviors.","Poor people do not have control over the cause of their unhealthy behaviors.","There is nothing wrong with choosing to be poor.","Poorer people tend, on average, to have worse health outcomes than richer people.","Many people do not have control over what they can afford.",NA
"FQ034D","We should replace our current system of electoral representative democracy with a lottery system for selecting political officials. While this might sound strange, choosing representatives through a lottery would have many benefits. Officials chosen by lottery could spend more time learning about specific governmental concerns, rather than spending a great deal of time and money on the campaign trail. Furthermore, such a system would choose individuals with varied interests, allowing for better representation of the nation's varied interests, by the virtue of random selection. A lottery system would also have less dysfunction than our system. Lotteries would help prevent corruption and undue influence during the selection of representatives, and rather than making decisions for their own long-term political agendas, officials chosen by lotteries would never act with concern for their political careers.","1","What does this argument conclude?","Fiona-081015-Di_044.png","We should replace our current system of electoral representative democracy.","We should replace our current electoral system with a lottery system.","Choosing representatives through a lottery would have many benefits.","A lottery system would have less dysfunction than our system.","A lottery system is an effective manner of selecting officials.","We should replace our current electoral system with a lottery system.",NA
"FQ034D","We should replace our current system of electoral representative democracy with a lottery system for selecting political officials. While this might sound strange, choosing representatives through a lottery would have many benefits. Officials chosen by lottery could spend more time learning about specific governmental concerns, rather than spending a great deal of time and money on the campaign trail. Furthermore, such a system would choose individuals with varied interests, allowing for better representation of the nation's varied interests, by the virtue of random selection. A lottery system would also have less dysfunction than our system. Lotteries would help prevent corruption and undue influence during the selection of representatives, and rather than making decisions for their own long-term political agendas, officials chosen by lotteries would never act with concern for their political careers.","2","How many reasons directly support the claim “we should replace our system of government with a lottery system for electing officials”?","Fiona-081015-Di_046.png","1","2","3","4","5","3",NA
"FQ034D","We should replace our current system of electoral representative democracy with a lottery system for selecting political officials. While this might sound strange, choosing representatives through a lottery would have many benefits. Officials chosen by lottery could spend more time learning about specific governmental concerns, rather than spending a great deal of time and money on the campaign trail. Furthermore, such a system would choose individuals with varied interests, allowing for better representation of the nation's varied interests, by the virtue of random selection. A lottery system would also have less dysfunction than our system. Lotteries would help prevent corruption and undue influence during the selection of representatives, and rather than making decisions for their own long-term political agendas, officials chosen by lotteries would never act with concern for their political careers.","3","Of the following claims, which are used to directly support the claim “we should replace our system of government with a lottery system for electing officials”?
 1. Officials chosen by lottery could spend more time learning about specific governmental concerns than officials in the current government.
 2. Officials chosen by lottery do not have to devote time to campaigning.
 3. A system which randomly selects individuals allows for better representation of the nation’s varied interests. 
 4. A lottery system would have less dysfunction than our current government.
 5. A system which randomly selects public officials would choose maximally diverse individuals.","Fiona-081015-Di_048.png","1, 3, 2004","1, 3, 2005","2, 3, 2004","2, 3, 2005","3, 4, 2005","1, 3, 2004",NA
"FQ034D","We should replace our current system of electoral representative democracy with a lottery system for selecting political officials. While this might sound strange, choosing representatives through a lottery would have many benefits. Officials chosen by lottery could spend more time learning about specific governmental concerns, rather than spending a great deal of time and money on the campaign trail. Furthermore, such a system would choose individuals with varied interests, allowing for better representation of the nation's varied interests, by the virtue of random selection. A lottery system would also have less dysfunction than our system. Lotteries would help prevent corruption and undue influence during the selection of representatives, and rather than making decisions for their own long-term political agendas, officials chosen by lotteries would never act with concern for their political careers.","4","What is assumed when the claim “officials chosen by lottery could spend more time learning about specific governmental concerns than the current system allows” is used to support the claim that we should replace our system of government with a lottery system for electing officials?","Fiona-081015-Di_050.png","It is better to have training while on the job than it is to have training before the job.","We should pursue a system of government that is least dysfunctional.","Officials in current government must devote time to campaigning, time which might otherwise be spent learning about specific governmental concerns.","We should pursue a system of government in which officials can spend more time learning about specific governmental concerns.","Spending time and money on the campaign trail does not have any benefits.","We should pursue a system of government in which officials can spend more time learning about specific governmental concerns.",NA
"FQ034D","We should replace our current system of electoral representative democracy with a lottery system for selecting political officials. While this might sound strange, choosing representatives through a lottery would have many benefits. Officials chosen by lottery could spend more time learning about specific governmental concerns, rather than spending a great deal of time and money on the campaign trail. Furthermore, such a system would choose individuals with varied interests, allowing for better representation of the nation's varied interests, by the virtue of random selection. A lottery system would also have less dysfunction than our system. Lotteries would help prevent corruption and undue influence during the selection of representatives, and rather than making decisions for their own long-term political agendas, officials chosen by lotteries would never act with concern for their political careers.","5","Which of the following is used to directly support the claim “officials chosen by lottery could spend more time learning about specific governmental concerns than the current system allows”?","Fiona-081015-Di_052.png","Being chosen by lottery enables one to spend more time learning.","Officials chosen by lottery do not have to devote time to campaigning.","Officials in the current government cannot represent the nation’s varied interests.","Officials in the current government do not spend time learning about specific governmental concerns.","The current system of government is broken.","Officials chosen by lottery do not have to devote time to campaigning.",NA
"FQ034D","We should replace our current system of electoral representative democracy with a lottery system for selecting political officials. While this might sound strange, choosing representatives through a lottery would have many benefits. Officials chosen by lottery could spend more time learning about specific governmental concerns, rather than spending a great deal of time and money on the campaign trail. Furthermore, such a system would choose individuals with varied interests, allowing for better representation of the nation's varied interests, by the virtue of random selection. A lottery system would also have less dysfunction than our system. Lotteries would help prevent corruption and undue influence during the selection of representatives, and rather than making decisions for their own long-term political agendas, officials chosen by lotteries would never act with concern for their political careers.","6","What is assumed when the claim “officials chosen by lottery do not have to devote time to campaigning” is used to support the claim that officials chosen by lottery could spend more time learning about specific governmental concerns than officials in the current government?","Fiona-081015-Di_054.png","Officials should devote time to campaigning.","Officials in current government must devote time to campaigning.","Campaigning helps officials get elected.","We should pursue a system of government in which officials can spend more time learning about specific governmental concerns.","We should pursue a system of government that does not depend on campaigning.","Officials in current government must devote time to campaigning.",NA
"FQ034D","We should replace our current system of electoral representative democracy with a lottery system for selecting political officials. While this might sound strange, choosing representatives through a lottery would have many benefits. Officials chosen by lottery could spend more time learning about specific governmental concerns, rather than spending a great deal of time and money on the campaign trail. Furthermore, such a system would choose individuals with varied interests, allowing for better representation of the nation's varied interests, by the virtue of random selection. A lottery system would also have less dysfunction than our system. Lotteries would help prevent corruption and undue influence during the selection of representatives, and rather than making decisions for their own long-term political agendas, officials chosen by lotteries would never act with concern for their political careers.","7","What is assumed when the claim “a system which randomly selects individuals allows for better representation of the nation's varied interests” is used to support the claim that we should replace our system of government with a lottery system for electing officials?","Fiona-081015-Di_056.png","The nation has varied interests.","Random selection allows for the selection of individuals with varied interests.","We should pursue random selection when choosing public officials officials.","We should pursue a system of government which best represents the nation’s varied interests.","Having varied interests in the government would allow for a more stable country.","We should pursue a system of government which best represents the nation’s varied interests.",NA
"FQ034D","We should replace our current system of electoral representative democracy with a lottery system for selecting political officials. While this might sound strange, choosing representatives through a lottery would have many benefits. Officials chosen by lottery could spend more time learning about specific governmental concerns, rather than spending a great deal of time and money on the campaign trail. Furthermore, such a system would choose individuals with varied interests, allowing for better representation of the nation's varied interests, by the virtue of random selection. A lottery system would also have less dysfunction than our system. Lotteries would help prevent corruption and undue influence during the selection of representatives, and rather than making decisions for their own long-term political agendas, officials chosen by lotteries would never act with concern for their political careers.","8","Which of the following is used to directly support the claim “a system which randomly selects individuals allows for better representation of the nation’s varied interests”?","Fiona-081015-Di_058.png","Our current system of government selects individuals with similar interests.","Diverse individuals represent varied interests.","A lottery system would have less dysfunction than our current system of government.","The nation has varied interests, and we should pursue a system of government that best represents those varied interests.","A system which randomly selects public officials has the best chance of selecting individuals with varied interests.","A system which randomly selects public officials has the best chance of selecting individuals with varied interests.",NA
"FQ034D","We should replace our current system of electoral representative democracy with a lottery system for selecting political officials. While this might sound strange, choosing representatives through a lottery would have many benefits. Officials chosen by lottery could spend more time learning about specific governmental concerns, rather than spending a great deal of time and money on the campaign trail. Furthermore, such a system would choose individuals with varied interests, allowing for better representation of the nation's varied interests, by the virtue of random selection. A lottery system would also have less dysfunction than our system. Lotteries would help prevent corruption and undue influence during the selection of representatives, and rather than making decisions for their own long-term political agendas, officials chosen by lotteries would never act with concern for their political careers.","9","What is assumed when the claim “a system which randomly selects public officials has the best chance of selecting individuals with varied interests” is used to support the claim that a system which randomly selects individuals allows for better representation of the nation’s varied interests?","Fiona-081015-Di_060.png","The nation is comprised of individuals with varied interests.","We should pursue a government that represents the nation’s varied interests.","Public officials with varied interests can better represent the nation’s varied interests.","A governing body is better when people of varied interests hold public office.","We should pursue a government where public officials are of varied interests.","Public officials with varied interests can better represent the nation’s varied interests.",NA
"FQ034D","We should replace our current system of electoral representative democracy with a lottery system for selecting political officials. While this might sound strange, choosing representatives through a lottery would have many benefits. Officials chosen by lottery could spend more time learning about specific governmental concerns, rather than spending a great deal of time and money on the campaign trail. Furthermore, such a system would choose individuals with varied interests, allowing for better representation of the nation's varied interests, by the virtue of random selection. A lottery system would also have less dysfunction than our system. Lotteries would help prevent corruption and undue influence during the selection of representatives, and rather than making decisions for their own long-term political agendas, officials chosen by lotteries would never act with concern for their political careers.","1","What is assumed when the claim “a lottery system would have less dysfunction than our current government” is used to support the claim that we should replace our system of government with a lottery system for electing officials?","Fiona-081015-Di_062.png","The current state of government has dysfunction.","A lottery system would eliminate dysfunction.","We should pursue a lottery system of government.","Lotters would help prevent corruption and undue influence during the selection of representatives.","We should replace our system of government with a system that has less dysfunction.","We should replace our system of government with a system that has less dysfunction.",NA
"FQ034D","We should replace our current system of electoral representative democracy with a lottery system for selecting political officials. While this might sound strange, choosing representatives through a lottery would have many benefits. Officials chosen by lottery could spend more time learning about specific governmental concerns, rather than spending a great deal of time and money on the campaign trail. Furthermore, such a system would choose individuals with varied interests, allowing for better representation of the nation's varied interests, by the virtue of random selection. A lottery system would also have less dysfunction than our system. Lotteries would help prevent corruption and undue influence during the selection of representatives, and rather than making decisions for their own long-term political agendas, officials chosen by lotteries would never act with concern for their political careers.","1","How many reasons directly support the claim “a lottery system would have less dysfunction than our current government”?","Fiona-081015-Di_064.png","1","2","3","4","5","2",NA
"FQ034D","We should replace our current system of electoral representative democracy with a lottery system for selecting political officials. While this might sound strange, choosing representatives through a lottery would have many benefits. Officials chosen by lottery could spend more time learning about specific governmental concerns, rather than spending a great deal of time and money on the campaign trail. Furthermore, such a system would choose individuals with varied interests, allowing for better representation of the nation's varied interests, by the virtue of random selection. A lottery system would also have less dysfunction than our system. Lotteries would help prevent corruption and undue influence during the selection of representatives, and rather than making decisions for their own long-term political agendas, officials chosen by lotteries would never act with concern for their political careers.","1","Of the following claims, which are used to directly support the claim “a lottery system would have less dysfunction than our current government”?
 1. Randomly selected officials would allow for a better representation of the nation’s varied interests.
 2. A lottery system would prevent corruption and undue influence during the selection of representatives.
 3. Most officials make decisions for their own long-term political agendas.
 4. Officials elected by a lottery system would act without concern for their political career.","Fiona-081015-Di_066.png","1, 2","1, 3","2, 3","2, 4","3, 4","2, 4",NA
"FQ034D","We should replace our current system of electoral representative democracy with a lottery system for selecting political officials. While this might sound strange, choosing representatives through a lottery would have many benefits. Officials chosen by lottery could spend more time learning about specific governmental concerns, rather than spending a great deal of time and money on the campaign trail. Furthermore, such a system would choose individuals with varied interests, allowing for better representation of the nation's varied interests, by the virtue of random selection. A lottery system would also have less dysfunction than our system. Lotteries would help prevent corruption and undue influence during the selection of representatives, and rather than making decisions for their own long-term political agendas, officials chosen by lotteries would never act with concern for their political careers.","1","What is assumed when the claim “a lottery system would prevent corruption and undue influence during the selection of representatives” is used to support the claim that a lottery system would have less dysfunction than our current government?","Fiona-081015-Di_068.png","Randomly selected officials do not become corrupt.","We should replace our system of government with a system that has less dysfunction.","In our current government, a lottery system has not prevented corruption and undue influence during the selection of representatives.","In our current government, there is corruption and undue influence during the selection of representatives.","","In our current government, there is corruption and undue influence during the selection of representatives.",NA
"FQ034D","We should replace our current system of electoral representative democracy with a lottery system for selecting political officials. While this might sound strange, choosing representatives through a lottery would have many benefits. Officials chosen by lottery could spend more time learning about specific governmental concerns, rather than spending a great deal of time and money on the campaign trail. Furthermore, such a system would choose individuals with varied interests, allowing for better representation of the nation's varied interests, by the virtue of random selection. A lottery system would also have less dysfunction than our system. Lotteries would help prevent corruption and undue influence during the selection of representatives, and rather than making decisions for their own long-term political agendas, officials chosen by lotteries would never act with concern for their political careers.","1","What is assumed when the claim “officials elected by a lottery system would act without concern for their political career” is used to support the claim that a lottery system would have less dysfunction than our current government?","Fiona-081015-Di_070.png","In our current government, a lottery system has failed to change officials actions.","In our current government, officials are influenced by their long-term political agendas when making decisions.","We should pursue a system of government in which officials act without concern for their political careers.","We should pursue a system of government in which officials better represent the nation's varied interests.","People who are randomly selected to govern are not concerned with politics.","In our current government, officials are influenced by their long-term political agendas when making decisions.",NA
"FQ035C","How could helping those in need be a bad thing? When people volunteer in other countries and work to improve communities, they are providing areas with invaluable assistance they wouldn't otherwise receive. One might claim that people could instead donate their money and be more effective - but when you donate your money, you don't know exactly where it goes or what is being done with it. And, when you make a difference by volunteering rather than by simply donating money, you can see exactly how you are helping and who you are helping. Clearly voluntourism is a good thing!","1","What does this argument conclude?","Fiona-081015-Di_072.png","Helping those in need is not a bad thing.","It is a good thing to provide aid which otherwise would not be given.","Volunteers provide aid that communities would not receive otherwise.","You can make a difference by volunteering.","Voluntourism is a good thing.","Voluntourism is a good thing.",NA
"FQ035C","How could helping those in need be a bad thing? When people volunteer in other countries and work to improve communities, they are providing areas with invaluable assistance they wouldn't otherwise receive. One might claim that people could instead donate their money and be more effective - but when you donate your money, you don't know exactly where it goes or what is being done with it. And, when you make a difference by volunteering rather than by simply donating money, you can see exactly how you are helping and who you are helping. Clearly voluntourism is a good thing!","2","Which of the following is used to directly support the claim “voluntourism is a good thing”?","Fiona-081015-Di_074.png","When you make a difference by volunteering, you can see exactly how you are helping and who you are helping.","When you donate money instead of volunteering, you don't know how effectively your aid is being used.","Volunteers provide more effective aid than donations can provide.","People who volunteer in other countries provide aid that communities would not otherwise receive.","Voluntourism provides a valuable economic opportunity in foreign countries.","People who volunteer in other countries provide aid that communities would not otherwise receive.",NA
"FQ035C","How could helping those in need be a bad thing? When people volunteer in other countries and work to improve communities, they are providing areas with invaluable assistance they wouldn't otherwise receive. One might claim that people could instead donate their money and be more effective - but when you donate your money, you don't know exactly where it goes or what is being done with it. And, when you make a difference by volunteering rather than by simply donating money, you can see exactly how you are helping and who you are helping. Clearly voluntourism is a good thing!","3","What is assumed when the claim “volunteers provide aid that communities would not receive otherwise” is used to support the claim that voluntourism is a good thing?","Fiona-081015-Di_076.png","Communities cannot establish a stable government without aid.","Many communities need aid in order to improve themselves.","It is a good thing for people to volunteer in other countries and work to improve communities.","It is a good thing to provide aid which would not otherwise be given.","Volunteers are effective.","It is a good thing to provide aid which would not otherwise be given.",NA
"FQ035C","How could helping those in need be a bad thing? When people volunteer in other countries and work to improve communities, they are providing areas with invaluable assistance they wouldn't otherwise receive. One might claim that people could instead donate their money and be more effective - but when you donate your money, you don't know exactly where it goes or what is being done with it. And, when you make a difference by volunteering rather than by simply donating money, you can see exactly how you are helping and who you are helping. Clearly voluntourism is a good thing!","4","Which of the following is used to directly oppose the claim “volunteers provide aid that communities would not receive otherwise”?","Fiona-081015-Di_078.png","People who would volunteer could instead provide communities with aid in the form of donations, which are a more effective way of giving aid.","Many communities need significantly more aid than volunteers can provide, so volunteering is useless.","Voluntourism is more for the benefit of the volunteer than for the benefit of the community being helped.","Voluntourism his more harmful to the communities being helped than it is beneficial.","There is no reason given.","People who would volunteer could instead provide communities with aid in the form of donations, which are a more effective way of giving aid.",NA
"FQ035C","How could helping those in need be a bad thing? When people volunteer in other countries and work to improve communities, they are providing areas with invaluable assistance they wouldn't otherwise receive. One might claim that people could instead donate their money and be more effective - but when you donate your money, you don't know exactly where it goes or what is being done with it. And, when you make a difference by volunteering rather than by simply donating money, you can see exactly how you are helping and who you are helping. Clearly voluntourism is a good thing!","5","Which of the following is used to directly oppose the claim “giving donations is a more effective form of giving aid than is volunteering”?","Fiona-081015-Di_080.png","Volunteers provide aid that communities would not otherwise receive, and some aid is better than none.","People are less inclined to give donations than they are to volunteer.","When you donate, you don't know how effectively your aid is being used, but you do when you volunteer.","Helping those in need could never be a bad thing.","When you volunteer, you can see exactly how and who you are helping, as well as how effectively your aid is being used.","When you donate, you don't know how effectively your aid is being used, but you do when you volunteer.",NA
"FQ036D","A: Malaria kills a child every thirty seconds, and that isn't the only disease mosquitoes spread - there's dengue fever and West Nile virus too. Clearly by wiping out mosquitoes, we could prevent immense suffering and death. Therefore, if we had the power to destroy all mosquitoes, we'd be obligated to wipe them out.
 B: But surely it's wrong to wipe out an entire species!
 C: People weren't morally outraged when we wiped out smallpox. And even if it isn't right to wipe out an entire species, we are sometimes obligated to do things considered wrong in order to do the best thing overall. We clearly are obligated to tell white lies if they'll save lives.","1","What is the overall claim that A, B, and C are arguing about?","Fiona-081015-Di_082.png","Whether we can prevent suffering and death by wiping out mosquitoes","Whether we would be obligated to wipe out mosquitoes if we had the power","Whether it is wrong to wipe out an entire species","Whether we can be obligated to do something that is wrong","Whether mosquitos are bad for humanity","Whether we would be obligated to wipe out mosquitoes if we had the power",NA
"FQ036D","A: Malaria kills a child every thirty seconds, and that isn't the only disease mosquitoes spread - there's dengue fever and West Nile virus too. Clearly by wiping out mosquitoes, we could prevent immense suffering and death. Therefore, if we had the power to destroy all mosquitoes, we'd be obligated to wipe them out.
 B: But surely it's wrong to wipe out an entire species!
 C: People weren't morally outraged when we wiped out smallpox. And even if it isn't right to wipe out an entire species, we are sometimes obligated to do things considered wrong in order to do the best thing overall. We clearly are obligated to tell white lies if they'll save lives.","2","How many reasons directly support the claim “we would be obligated to wipe out mosquitoes if we had the power”?","blank.png","1","2","3","4","","1",NA
"FQ036D","A: Malaria kills a child every thirty seconds, and that isn't the only disease mosquitoes spread - there's dengue fever and West Nile virus too. Clearly by wiping out mosquitoes, we could prevent immense suffering and death. Therefore, if we had the power to destroy all mosquitoes, we'd be obligated to wipe them out.
 B: But surely it's wrong to wipe out an entire species!
 C: People weren't morally outraged when we wiped out smallpox. And even if it isn't right to wipe out an entire species, we are sometimes obligated to do things considered wrong in order to do the best thing overall. We clearly are obligated to tell white lies if they'll save lives.","3","Which of the following does A provide to directly support the claim “we would be obligated to wipe out mosquitoes if we had the power”?","Fiona-081015-Di_083.png","Diseases such as malaria, dengue fever, and West Nile virus cause immense suffering and death.","Mosquitoes kill a child every thirty seconds.","Mosquitoes cause more harm than they do good.","Malaria, dengue fever, and West Nile virus are spread by mosquitoes.","We can prevent immense suffering and death by wiping out mosquitoes.","We can prevent immense suffering and death by wiping out mosquitoes.",NA
"FQ036D","A: Malaria kills a child every thirty seconds, and that isn't the only disease mosquitoes spread - there's dengue fever and West Nile virus too. Clearly by wiping out mosquitoes, we could prevent immense suffering and death. Therefore, if we had the power to destroy all mosquitoes, we'd be obligated to wipe them out.
 B: But surely it's wrong to wipe out an entire species!
 C: People weren't morally outraged when we wiped out smallpox. And even if it isn't right to wipe out an entire species, we are sometimes obligated to do things considered wrong in order to do the best thing overall. We clearly are obligated to tell white lies if they'll save lives.","4","What does A assume when she infers that we would be obligated to wipe out mosquitoes if we had the power from the claim “we can prevent suffering and death by wiping out mosquitoes”?","Fiona-081015-Di_085.png","Mosquitos are bad.","Diseases such as malaria, dengue fever, and West Nile virus cause immense suffering and death.","Malaria, dengue fever, and nile virus are spread by mosquitoes.","B should feel obligated to wipe out mosquitoes, and B can prevent suffering and death.","We are obligated to prevent suffering and death whenever we can.","We are obligated to prevent suffering and death whenever we can.",NA
"FQ036D","A: Malaria kills a child every thirty seconds, and that isn't the only disease mosquitoes spread - there's dengue fever and West Nile virus too. Clearly by wiping out mosquitoes, we could prevent immense suffering and death. Therefore, if we had the power to destroy all mosquitoes, we'd be obligated to wipe them out.
 B: But surely it's wrong to wipe out an entire species!
 C: People weren't morally outraged when we wiped out smallpox. And even if it isn't right to wipe out an entire species, we are sometimes obligated to do things considered wrong in order to do the best thing overall. We clearly are obligated to tell white lies if they'll save lives.","5","Which of the following does A provide to directly support the claim “we can prevent suffering and death by wiping out mosquitoes”?","Fiona-081015-Di_087.png","Mosquitos spread malaria, dengue fever, and West Nile virus.","Mosquitoes cause immense suffering and death.","If we had the power to wipe out mosquitoes, we would be obligated to wipe out mosquitoes.","Malaria kills a child every thirty seconds, and dengue fever and West Nile virus could kill even more.","Mosquitos would be better off extinct than alive.","Mosquitos spread malaria, dengue fever, and West Nile virus.",NA
"FQ036D","A: Malaria kills a child every thirty seconds, and that isn't the only disease mosquitoes spread - there's dengue fever and West Nile virus too. Clearly by wiping out mosquitoes, we could prevent immense suffering and death. Therefore, if we had the power to destroy all mosquitoes, we'd be obligated to wipe them out.
 B: But surely it's wrong to wipe out an entire species!
 C: People weren't morally outraged when we wiped out smallpox. And even if it isn't right to wipe out an entire species, we are sometimes obligated to do things considered wrong in order to do the best thing overall. We clearly are obligated to tell white lies if they'll save lives.","7","Which of the following does B provide to directly oppose the claim “we would be obligated to wipe out mosquitoes if we had the power”?","Fiona-081015-Di_089.png","It's wrong to wipe out an entire species.","It’s wrong to wipe out mosquitoes.","We do not have the power to wipe out mosquitoes.","Wiping out mosquitos would not prevent all suffering and death.","We cannot be obligated to do something wrong, and wiping out an entire species is wrong.","It's wrong to wipe out an entire species.",NA
"FQ036D","A: Malaria kills a child every thirty seconds, and that isn't the only disease mosquitoes spread - there's dengue fever and West Nile virus too. Clearly by wiping out mosquitoes, we could prevent immense suffering and death. Therefore, if we had the power to destroy all mosquitoes, we'd be obligated to wipe them out.
 B: But surely it's wrong to wipe out an entire species!
 C: People weren't morally outraged when we wiped out smallpox. And even if it isn't right to wipe out an entire species, we are sometimes obligated to do things considered wrong in order to do the best thing overall. We clearly are obligated to tell white lies if they'll save lives.","8","What does B assume when he opposes A’s claim “we would be obligated to wipe out mosquitoes if we had the power,” by claiming that it's wrong to wipe out an entire species?","Fiona-081015-Di_091.png","Mosquitoes are an entire species.","We cannot be obligated to wipe out mosquitoes.","We cannot be obligated to do something wrong.","It’s wrong to wipe out mosquitoes.","We have the power to wipe out an entire species.","We cannot be obligated to do something wrong.",NA
"FQ036D","A: Malaria kills a child every thirty seconds, and that isn't the only disease mosquitoes spread - there's dengue fever and West Nile virus too. Clearly by wiping out mosquitoes, we could prevent immense suffering and death. Therefore, if we had the power to destroy all mosquitoes, we'd be obligated to wipe them out.
 B: But surely it's wrong to wipe out an entire species!
 C: People weren't morally outraged when we wiped out smallpox. And even if it isn't right to wipe out an entire species, we are sometimes obligated to do things considered wrong in order to do the best thing overall. We clearly are obligated to tell white lies if they'll save lives.","9","Which of the following does C provide to directly oppose the claim “it's wrong to wipe out an entire species”?","Fiona-081015-Di_093.png","It may be wrong to wipe out an entire species in general, but mosquitoes are the exception.","We wiped out the entire species of the smallpox virus, and that wasn’t wrong.","It isn’t right to wipe out an entire species.","We are obligated to tell white lies if telling them will save lives, and that isn’t wrong.","We are never obligated to do the right thing.","We wiped out the entire species of the smallpox virus, and that wasn’t wrong.",NA
